Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Notification/Triggers/TC_NOTIF_TRIG_003_PropertyRent,Chrome 143.0.7499.170,Verify notification is created when user contacts seller about rental property,,09-01-2026 19:08:29,09-01-2026 19:09:03,33.888s,PASSED
notif = new notification.NotificationHelper(),Chrome 143.0.7499.170,,,09-01-2026 19:08:29,09-01-2026 19:08:29,0.001s,PASSED
notif.loginAsReviewUser(),Chrome 143.0.7499.170,,,09-01-2026 19:08:29,09-01-2026 19:08:38,9.393s,PASSED
notif.navigateToNotifications(),Chrome 143.0.7499.170,,,09-01-2026 19:08:38,09-01-2026 19:08:41,2.883s,PASSED
initialCount = notif.getNotificationCount(),Chrome 143.0.7499.170,,,09-01-2026 19:08:41,09-01-2026 19:08:42,0.283s,PASSED
comment(Initial notification count: $initialCount),Chrome 143.0.7499.170,,,09-01-2026 19:08:42,09-01-2026 19:08:42,0.004s,PASSED
"navigateToUrl(""http://localhost:5173/rent"")",Chrome 143.0.7499.170,,,09-01-2026 19:08:42,09-01-2026 19:08:42,0.209s,PASSED
delay(3),Chrome 143.0.7499.170,,,09-01-2026 19:08:42,09-01-2026 19:08:45,3.016s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Property/propertyCard""), 10)",Chrome 143.0.7499.170,,,09-01-2026 19:08:45,09-01-2026 19:08:45,0.269s,PASSED
"if (!(verifyElementPresent(findTestObject(""Object Repository/Property/propertyCard""), 5, OPTIONAL)))",Chrome 143.0.7499.170,,,09-01-2026 19:08:45,09-01-2026 19:08:45,0.284s,PASSED
"click(findTestObject(""Object Repository/Property/propertyCard""))",Chrome 143.0.7499.170,,,09-01-2026 19:08:45,09-01-2026 19:08:46,0.514s,PASSED
delay(2),Chrome 143.0.7499.170,,,09-01-2026 19:08:46,09-01-2026 19:08:48,2.010s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Property/contactAgentButton""), 10)",Chrome 143.0.7499.170,,,09-01-2026 19:08:48,09-01-2026 19:08:48,0.370s,PASSED
"click(findTestObject(""Object Repository/Property/contactAgentButton""))",Chrome 143.0.7499.170,,,09-01-2026 19:08:48,09-01-2026 19:08:49,0.509s,PASSED
delay(1),Chrome 143.0.7499.170,,,09-01-2026 19:08:49,09-01-2026 19:08:50,1.018s,PASSED
"setText(findTestObject(""Object Repository/Property/contactNameInput""), ""Test User Rent"")",Chrome 143.0.7499.170,,,09-01-2026 19:08:50,09-01-2026 19:08:51,1.146s,PASSED
"setText(findTestObject(""Object Repository/Property/contactEmailInput""), ""testrent@example.com"")",Chrome 143.0.7499.170,,,09-01-2026 19:08:51,09-01-2026 19:08:52,1.226s,PASSED
"setText(findTestObject(""Object Repository/Property/contactMessageInput""), ""Interested in renting this property"")",Chrome 143.0.7499.170,,,09-01-2026 19:08:52,09-01-2026 19:08:53,1.326s,PASSED
"click(findTestObject(""Object Repository/Property/sendMessageButton""))",Chrome 143.0.7499.170,,,09-01-2026 19:08:53,09-01-2026 19:08:54,0.694s,PASSED
delay(3),Chrome 143.0.7499.170,,,09-01-2026 19:08:54,09-01-2026 19:08:57,3.006s,PASSED
"comment(""Navigating to home page..."")",Chrome 143.0.7499.170,,,09-01-2026 19:08:57,09-01-2026 19:08:57,0.004s,PASSED
"navigateToUrl(""http://localhost:5173/"")",Chrome 143.0.7499.170,,,09-01-2026 19:08:57,09-01-2026 19:08:57,0.154s,PASSED
delay(2),Chrome 143.0.7499.170,,,09-01-2026 19:08:57,09-01-2026 19:08:59,2.013s,PASSED
"comment(""Opening notifications..."")",Chrome 143.0.7499.170,,,09-01-2026 19:08:59,09-01-2026 19:08:59,0.005s,PASSED
notif.navigateToNotifications(),Chrome 143.0.7499.170,,,09-01-2026 19:08:59,09-01-2026 19:09:02,2.857s,PASSED
newCount = notif.getNotificationCount(),Chrome 143.0.7499.170,,,09-01-2026 19:09:02,09-01-2026 19:09:03,0.292s,PASSED
"comment(Initial count: $initialCount, New count: $newCount)",Chrome 143.0.7499.170,,,09-01-2026 19:09:03,09-01-2026 19:09:03,0.005s,PASSED
